iter	Passed	Remaining
225	120	146
226	121	146
227	122	145
228	122	145
229	123	144
230	123	144
231	124	143
232	124	143
233	125	142
234	125	142
235	126	141
236	127	141
237	127	140
238	128	139
239	128	139
240	129	138
241	129	138
242	130	137
243	130	137
244	131	136
245	131	136
246	132	135
247	132	134
248	133	134
249	133	133
250	134	133
251	134	132
252	135	132
253	136	131
254	136	131
255	137	130
256	137	130
257	138	129
258	138	129
259	139	128
260	139	127
261	140	127
262	140	126
263	141	126
264	141	125
265	142	125
266	142	124
267	143	124
268	144	123
269	144	123
270	145	122
271	145	122
272	146	121
273	146	121
274	147	120
275	147	119
276	148	119
277	148	118
278	149	118
279	149	117
280	150	117
281	150	116
282	151	116
283	151	115
284	152	115
285	152	114
286	153	113
287	154	113
288	154	112
289	155	112
290	155	111
291	156	111
292	156	110
293	157	110
294	157	109
295	158	109
296	158	108
297	159	107
298	159	107
299	160	106
300	160	106
301	161	105
302	161	105
303	162	104
304	162	104
305	163	103
306	163	103
307	164	102
308	165	102
309	165	101
310	166	101
311	166	100
312	167	99
313	167	99
314	168	98
315	169	98
316	169	97
317	170	97
318	170	96
319	171	96
320	171	95
321	172	95
322	172	94
323	173	94
324	173	93
325	174	93
326	175	92
327	175	92
328	176	91
329	176	90
330	177	90
331	177	89
332	178	89
333	178	88
334	179	88
335	179	87
336	180	87
337	180	86
338	181	86
339	182	85
340	182	85
341	183	84
342	183	84
343	184	83
344	184	82
345	185	82
346	185	81
347	186	81
348	186	80
349	187	80
350	187	79
351	188	79
352	188	78
353	189	78
354	189	77
355	190	77
356	190	76
357	191	75
358	191	75
359	192	74
360	193	74
361	193	73
362	194	73
363	194	72
364	195	72
365	195	71
366	196	71
367	196	70
368	197	70
369	197	69
370	198	68
371	198	68
372	199	67
373	199	67
374	200	66
375	200	66
376	201	65
377	201	65
378	202	64
379	202	64
380	203	63
381	204	63
382	204	62
383	205	61
384	205	61
385	206	60
386	206	60
387	207	59
388	207	59
389	208	58
390	208	58
391	209	57
392	210	57
393	211	56
394	211	56
395	212	55
396	212	55
397	213	54
398	213	54
399	214	53
400	215	53
401	215	52
402	216	52
403	216	51
404	217	50
405	217	50
406	218	49
407	218	49
408	219	48
409	219	48
410	220	47
411	220	47
412	221	46
413	222	46
414	222	45
415	223	45
416	223	44
417	224	43
418	224	43
419	225	42
420	225	42
421	226	41
422	227	41
423	227	40
424	228	40
425	228	39
426	229	39
427	229	38
428	230	38
429	230	37
430	231	37
431	231	36
432	232	35
433	232	35
434	233	34
435	234	34
436	234	33
437	235	33
438	235	32
439	236	32
440	236	31
441	237	31
442	237	30
443	238	30
444	239	29
445	239	29
446	240	28
447	240	27
448	241	27
449	241	26
450	242	26
451	242	25
452	243	25
453	243	24
454	244	24
455	244	23
456	245	23
457	245	22
458	246	22
459	247	21
460	247	20
461	248	20
462	248	19
463	249	19
464	249	18
465	250	18
466	250	17
467	251	17
468	251	16
469	252	16
470	252	15
471	253	15
472	253	14
473	254	13
474	255	13
475	255	12
476	256	12
477	256	11
478	257	11
479	257	10
480	258	10
481	258	9
482	259	9
483	259	8
484	260	8
485	260	7
486	261	6
487	262	6
488	262	5
489	263	5
490	263	4
491	264	4
492	264	3
493	265	3
494	265	2
495	266	2
496	266	1
497	267	1
498	267	0
499	268	0
