iter	Logloss
0	0.665843153
1	0.6270495415
2	0.5956865311
3	0.5774624825
4	0.5545475006
5	0.5210008621
6	0.5026383877
7	0.4877379417
8	0.4652856827
9	0.4536357403
10	0.4392941475
11	0.4310855865
12	0.4174160957
13	0.4047941208
14	0.3745253325
15	0.3661170959
16	0.3559345722
17	0.3351993561
18	0.3331113815
19	0.3248816013
20	0.3211343765
21	0.3177100182
22	0.3115059376
23	0.293824482
24	0.2788357258
25	0.2702255249
26	0.2644225597
27	0.259270525
28	0.2504787445
29	0.2394983292
30	0.2358096123
31	0.2283963203
32	0.2216822147
33	0.2194453716
34	0.2141375542
35	0.2135910988
36	0.2082409859
37	0.2036050797
38	0.200042057
39	0.1974219322
40	0.1902371049
41	0.1875458717
42	0.1839130044
43	0.1813943982
44	0.1793872833
45	0.1741116166
46	0.1668275833
47	0.1627007484
48	0.1598568439
49	0.1560047984
50	0.1527052402
51	0.1451912045
52	0.1406481862
53	0.1374391079
54	0.1348406672
55	0.1329192519
56	0.1291405559
57	0.1266547322
58	0.124100399
59	0.121366787
60	0.1190937757
61	0.1167793751
62	0.1145145535
63	0.1131061077
64	0.1118200183
65	0.1098169923
66	0.1050997734
67	0.1034988046
68	0.1016628146
69	0.1002843499
70	0.09622953534
71	0.09265720844
72	0.09133642316
73	0.09015437365
74	0.08702712655
75	0.08580211997
76	0.08445006609
77	0.083380723
78	0.08108915091
79	0.08027281761
80	0.07937682271
81	0.07681978941
82	0.07586525083
83	0.0741427362
84	0.07323909998
85	0.07236251235
86	0.07069231272
87	0.06970669627
88	0.06891163588
89	0.06736084223
90	0.06663540602
91	0.06507492661
92	0.06439993978
93	0.06365017891
94	0.06303262711
95	0.0624497056
96	0.06190172434
97	0.06138617396
98	0.06082924604
99	0.06034491062
100	0.05988829136
101	0.05934320092
102	0.05886707306
103	0.05845581889
104	0.05806566477
105	0.05769557953
106	0.05734776258
107	0.05553820133
108	0.055068928
109	0.05384702682
110	0.05339454412
111	0.05297142267
112	0.05185018778
113	0.05138598084
114	0.0503708303
115	0.04898356199
116	0.04859040678
117	0.04762151241
118	0.04724724889
119	0.04642665684
120	0.0452678144
121	0.0449174881
122	0.04458881915
123	0.04367605746
124	0.04290158153
125	0.04259536266
126	0.0419296205
127	0.04163021445
128	0.04134781361
129	0.04047740102
130	0.04021523297
131	0.03955821991
132	0.03930654526
133	0.03874797225
134	0.0385006696
135	0.03826736808
136	0.03763140142
137	0.03730598986
138	0.03679245114
139	0.03652108312
140	0.03599202633
141	0.03572149277
142	0.03551180363
143	0.03502185345
144	0.0342350781
145	0.03394117355
146	0.03372367918
147	0.03353742063
148	0.033324036
149	0.03312440813
150	0.03288556635
151	0.03266239464
152	0.03253805339
153	0.0323230803
154	0.03220531344
155	0.03199868202
156	0.03164802492
157	0.03099732995
158	0.03054768145
159	0.03007989228
160	0.02973381877
161	0.02957378924
162	0.02942086756
163	0.02902287841
164	0.02870225906
165	0.02817837596
166	0.02768929899
167	0.02722786069
168	0.02701738477
169	0.02686323822
170	0.02643095255
171	0.02629463077
172	0.02610199749
173	0.02597387433
174	0.02585089207
175	0.02552908659
176	0.0252548337
177	0.02507501841
178	0.02495248467
179	0.02446933389
180	0.02434693575
181	0.02422961295
182	0.02411608398
183	0.02400655001
184	0.02384769917
185	0.02374372035
186	0.0236432761
187	0.02354626805
188	0.02345217764
189	0.02330401838
190	0.02321280986
191	0.02312480062
192	0.02303949147
193	0.02295660675
194	0.0228157416
195	0.0227345854
196	0.02265487015
197	0.02257663906
198	0.02246091664
199	0.02238525152
200	0.02231328785
201	0.02224195004
202	0.02213286459
203	0.02206415385
204	0.02199721783
205	0.02193205953
206	0.02182931602
207	0.02176568657
208	0.02170339376
209	0.02134365737
210	0.0212454915
211	0.02102527916
212	0.02092600167
213	0.02083082348
214	0.02062170655
215	0.02052800655
216	0.02043637186
217	0.02023730427
218	0.02015109062
219	0.02006459683
220	0.01987324655
221	0.01978726387
222	0.01970526874
223	0.01944402009
224	0.0193659395
225	0.01929107904
226	0.01908095628
227	0.0189108789
228	0.01883682311
229	0.01876567304
230	0.0186010316
231	0.01853083819
232	0.01846308112
233	0.01828051209
234	0.0180939734
235	0.01788381636
236	0.01781985313
237	0.01775812209
238	0.01761339307
239	0.01755208969
240	0.01749245971
241	0.01732774079
242	0.01719085872
243	0.01713247299
244	0.01707627028
245	0.01702169478
246	0.01686902344
247	0.01673816741
248	0.01668424308
249	0.01663005352
250	0.01648627222
251	0.01636197716
252	0.01630946398
253	0.01625920534
254	0.01620126665
255	0.01615277231
256	0.01602970362
257	0.01598187834
258	0.0159358561
259	0.01587985754
260	0.01576205939
261	0.0155805856
262	0.0154061988
263	0.01523885131
264	0.01507666111
265	0.01492046118
266	0.01477242261
267	0.01462930739
268	0.01449115276
269	0.0143566221
270	0.01422867179
271	0.01409926116
272	0.01397973299
273	0.01385942847
274	0.01381046772
275	0.0136988163
276	0.01359066963
277	0.01354347169
278	0.01343333274
279	0.01339141428
280	0.01328948587
281	0.01323210597
282	0.01317647398
283	0.01307866126
284	0.01302461326
285	0.01297129393
286	0.01287708282
287	0.01282560676
288	0.01276862174
289	0.0126966387
290	0.01264083683
291	0.01257176101
292	0.01248188913
293	0.01242750809
294	0.01236106455
295	0.01227268577
296	0.01220770627
297	0.01215509176
298	0.01210488304
299	0.01204212159
300	0.01195547134
301	0.0118958801
302	0.01184585392
303	0.0117877841
304	0.01174017489
305	0.01169344336
306	0.01163729653
307	0.01159187853
308	0.01153762192
309	0.01145960018
310	0.01141512319
311	0.01136285737
312	0.01128410473
313	0.01123353988
314	0.0111905247
315	0.01114880517
316	0.01109952033
317	0.01105883196
318	0.01101088226
319	0.01097094715
320	0.01092419475
321	0.01085250974
322	0.01081399992
323	0.01071486548
324	0.01067037955
325	0.01062673777
326	0.01058894992
327	0.01054684147
328	0.0105099231
329	0.01046875864
330	0.01043211892
331	0.01039246321
332	0.01035718769
333	0.01031769961
334	0.01029095203
335	0.01021183282
336	0.01017805487
337	0.01008859202
338	0.01004933119
339	0.01002335772
340	0.009985040128
341	0.009960117936
342	0.009922435135
343	0.009897977114
344	0.009862162173
345	0.009830516577
346	0.009795612097
347	0.009771563113
348	0.009753400087
349	0.009730021656
350	0.009695994854
351	0.009665721655
352	0.009632359445
353	0.009603250027
354	0.009568837285
355	0.009546040744
356	0.009513884038
357	0.009485061467
358	0.009453257173
359	0.009431044757
360	0.009403595328
361	0.009371553361
362	0.009349949658
363	0.009318980575
364	0.009292188287
365	0.009261451662
366	0.009240239859
367	0.009173662961
368	0.009118774533
369	0.009064216912
370	0.009012305737
371	0.00896037817
372	0.008909346908
373	0.008880101889
374	0.008858916163
375	0.008830418438
376	0.008811161667
377	0.008783025295
378	0.008763708919
379	0.008715238422
380	0.008687764406
381	0.008668325841
382	0.008641383052
383	0.008622570336
384	0.008596026897
385	0.00857758224
386	0.008559075743
387	0.008532995731
388	0.00851482451
389	0.008489173651
390	0.008471205086
391	0.008446409553
392	0.008423320949
393	0.008398288488
394	0.008380644023
395	0.008335338533
396	0.008310508728
397	0.008293512464
398	0.008269938082
399	0.008247508854
400	0.008223890513
401	0.00820646286
402	0.008185264468
403	0.008161538839
404	0.008145269006
405	0.008122154325
406	0.008101011813
407	0.008078095317
408	0.008062452078
409	0.008040028811
410	0.008018958569
411	0.007996957004
412	0.007981032133
413	0.007959544659
414	0.007938797772
415	0.007896644622
416	0.007875741273
417	0.007860310376
418	0.007838918269
419	0.007824134827
420	0.007803310454
421	0.007783579826
422	0.007763141394
423	0.007744011283
424	0.007703883201
425	0.007683224231
426	0.007668366283
427	0.007647802681
428	0.007633698732
429	0.007613936067
430	0.007595212758
431	0.007575578243
432	0.007560925186
433	0.007547438145
434	0.007528023422
435	0.007513796538
436	0.007495322824
437	0.007476583123
438	0.007458388805
439	0.007444867492
440	0.007426377386
441	0.007412416488
442	0.007399246097
443	0.007380324602
444	0.007363131642
445	0.007344654202
446	0.007331305742
447	0.00731382966
448	0.007300568372
449	0.007282907516
450	0.007270320505
451	0.007252942026
452	0.007235827297
453	0.007222963125
454	0.007205699384
455	0.007188463211
456	0.007171302289
457	0.007149869204
458	0.007136613131
459	0.007120583951
