iter	Passed	Remaining
269	139	118
270	139	117
271	140	117
272	140	116
273	141	116
274	141	115
275	142	115
276	142	114
277	143	114
278	143	113
279	144	113
280	144	112
281	145	112
282	145	111
283	146	111
284	146	110
285	147	110
286	147	109
287	148	109
288	148	108
289	149	108
290	149	107
291	150	106
292	150	106
293	151	105
294	151	105
295	152	104
296	152	104
297	153	103
298	153	103
299	154	102
300	154	102
301	155	101
302	155	101
303	156	100
304	156	100
305	157	99
306	157	99
307	158	98
308	158	98
309	159	97
310	159	97
311	160	96
312	160	96
313	161	95
314	161	95
315	162	94
316	162	94
317	163	93
318	163	93
319	164	92
320	164	92
321	165	91
322	166	90
323	166	90
324	167	89
325	167	89
326	168	88
327	168	88
328	169	87
329	169	87
330	170	86
331	170	86
332	171	85
333	171	85
334	172	84
335	172	84
336	173	83
337	173	83
338	174	82
339	174	82
340	175	81
341	175	81
342	176	80
343	176	80
344	177	79
345	177	79
346	178	78
347	178	78
348	179	77
349	179	77
350	180	76
351	180	76
352	181	75
353	181	75
354	182	74
355	182	74
356	183	73
357	183	72
358	184	72
359	185	71
360	185	71
361	186	70
362	186	70
363	187	69
364	187	69
365	188	68
366	188	68
367	189	67
368	189	67
369	190	66
370	190	66
371	191	65
372	191	65
373	192	64
374	192	64
375	193	63
376	193	63
377	194	62
378	194	62
379	195	61
380	195	61
381	196	60
382	196	60
383	197	59
384	197	59
385	198	58
386	198	58
387	199	57
388	199	57
389	200	56
390	200	56
391	201	55
392	202	55
393	202	54
394	203	53
395	203	53
396	204	52
397	204	52
398	205	51
399	205	51
400	206	50
401	206	50
402	207	49
403	207	49
404	208	48
405	208	48
406	209	47
407	209	47
408	210	46
409	210	46
410	211	45
411	211	45
412	212	44
413	212	44
414	213	43
415	214	43
416	214	42
417	215	42
418	215	41
419	216	41
420	216	40
421	217	40
422	217	39
423	218	39
424	218	38
425	219	38
426	219	37
427	220	37
428	220	36
429	221	35
430	221	35
431	222	34
432	222	34
433	223	33
434	223	33
435	224	32
436	224	32
437	225	31
438	225	31
439	226	30
440	226	30
441	227	29
442	227	29
443	228	28
444	228	28
445	229	27
446	229	27
447	230	26
448	230	26
449	231	25
450	231	25
451	232	24
452	232	24
453	233	23
454	233	23
455	234	22
456	234	22
457	235	21
458	235	21
459	236	20
460	236	20
461	237	19
462	237	19
463	238	18
464	238	17
465	239	17
466	240	16
467	240	16
468	241	15
469	241	15
470	242	14
471	242	14
472	243	13
473	243	13
474	243	12
475	244	12
476	244	11
477	245	11
478	245	10
479	246	10
480	246	9
481	247	9
482	247	8
483	248	8
484	248	7
485	249	7
486	249	6
487	250	6
488	250	5
489	251	5
490	251	4
491	252	4
492	252	3
493	253	3
494	253	2
495	254	2
496	254	1
497	255	1
498	255	0
499	256	0
